# text = Se trata de una condición relativamente común que afecta en algún momento al 15 % de los niños, normalmente entre los 6 meses y los 5-6 años de edad.
# sent_id = 2.es
1	Se	él	_	non-content-word	_
2	trata	tratar	_	lexli:NHxSYIZs4PbBofU4Nah3E910PVtKVyyF7aoFVjAx2HuFv0GsuRkYBGhwVZ	_
3	de	de	_	non-content-word	_
4	una	uno	_	non-content-word	_
5	condición	condición	_	61c25a0299c5cce881c4d7d6@61c25a0299c5cce881c4d7d6-2	_
6	relativamente	relativamente	_	bn:00114784r	_
7	común	común	_	61c25a0299c5cce881c4c145@61c25a0299c5cce881c4c145-3	_
8	que	que	_	non-content-word	_
9	afecta	afectar	_	607785ddb97e84c6c76ef9ff@607785ddb97e84c6c76ef9ff-0	_
10	en	en	_	non-content-word	_
11	algún	alguno	_	non-content-word	_
12	momento	momento	_	bn:00046942n	_
13	al	al	_	non-content-word	_
14	15	15	_	non-content-word	_
15	%	%	_	non-content-word	_
16	de	de	_	non-content-word	_
17	los	el	_	non-content-word	_
18	niños	niño	SpaceAfter=No	61c25a0299c5cce881c4c9fa@61c25a0299c5cce881c4c9fa-0	_
19	,	,	_	non-content-word	_
20	normalmente	normalmente	_	61c25a0299c5cce881c50ba5@61c25a0299c5cce881c50ba5-0	_
21	entre	entre	_	non-content-word	_
22	los	el	_	non-content-word	_
23	6	6	_	non-content-word	_
24	meses	mes	_	61c25a0299c5cce881c4c12d@61c25a0299c5cce881c4c12d-1	_
25	y	y	_	non-content-word	_
26	los	el	_	non-content-word	_
27	5-6	5-6	_	non-content-word	_
28	años	año	_	61c25a0299c5cce881c4c12e@61c25a0299c5cce881c4c12e-6	_
29	de	de	_	non-content-word	_
30	edad	edad	SpaceAfter=No	61c25a0299c5cce881c4c840@61c25a0299c5cce881c4c840-0	_
31	.	.	_	non-content-word	_

# text = En la quinta temporada el programa se implementó de acuerdo con un nuevo concepto: se seleccionó un joven futbolista de cada país para representar a dicho país.
# sent_id = 1.es
1	En	en	_	non-content-word	_
2	la	el	_	non-content-word	_
