# text = Bij behandeling heeft minder dan 0,2 % van de kinderen endotracheale intubatie nodig.
# sent_id = 212.nl
1	Bij	bij	_	non-content-word	_
2	behandeling	behandeling	_	6053e953dde807025a6e8fa6@_r_n_6343	_
3	heeft	hebben	_	lexli:NQGmX3dpwHphdEnwfd6oz0oyHmiRZBPDGMZitWTfRzsQIuPjO449I0YeHa	MWE_1
4	minder	minder	_	non-content-word	_
5	dan	dan	_	non-content-word	_
6	0,2	0,2	_	non-content-word	_
7	%	%	_	non-content-word	_
8	van	van	_	non-content-word	_
9	de	de	_	non-content-word	_
10	kinderen	kind	_	6053e953dde807025a6ecf15@_r_n_19561	_
11	endotracheale	endotracheaal	_	lexli:kfrvyXCcLtnLUNSjz3Vw5T9GVezdPHhMa1byctFLqh2aTqXUojnYLcbvQ6	_
12	intubatie	intubatie	_	6053e953dde807025a6ec942@_t_n_495837162	_
13	nodig	nodig	SpaceAfter=No	lexli:NQGmX3dpwHphdEnwfd6oz0oyHmiRZBPDGMZitWTfRzsQIuPjO449I0YeHa	MWE_1
14	.	.	_	non-content-word	_

# text = Als kind deed hij mee in verschillende toneelstukken.
# sent_id = 211.nl
1	Als	als	_	non-content-word	_
2	kind	kind	_	6053e953dde807025a6ecf15@_r_n_19561	_
3	deed	meedoen	_	6053e953dde807025a6ee0a7@_r_v_4579	_
4	hij	hij	_	non-content-word	_
5	mee	mee	_	non-content-word	_
6	in	in	_	non-content-word	_
7	verschillende	verschillende	_	lexli:7Hp8aakuSfsp3qufrgTjLJKoubkBGn8AD2Lki31my0aI9TW1RB62jWNpso	_
8	toneelstukken	toneelstuk	SpaceAfter=No	6053e953dde807025a6f2354@_r_n_38022	_
9	.	.	_	non-content-word	_

# text = In die tijd besteedde de Russisch-orthodoxe Kerk 100.000 dollar per jaar aan zendingswerk in Noord-Amerika.
# sent_id = 214.nl
1	In	in	_	non-content-word	_
2	die	die	_	non-content-word	_
3	tijd	tijd	_	6053e953dde807025a6f2197@_r_n_37673	_
4	besteedde	besteden	_	6053e953dde807025a6e9246@_o_n_635284577	_
5	de	de	_	non-content-word	_
6	Russisch-orthodoxe	Russisch-orthodox	_	61f9d1602c1933ce16c4c71a@r_a-14708	_
7	Kerk	kerk	_	6053e953dde807025a6ecde0@_r_n_19336	_
8	100.000	100.000	_	non-content-word	_
9	dollar	dollar	_	6053e953dde807025a6ea702@_r_n_11213	_
10	per	per	_	non-content-word	_
11	jaar	jaar	_	6053e953dde807025a6ec9f2@_r_n_18341	_
12	aan	aan	_	non-content-word	_
13	zendingswerk	zendingswerk	_	6053e953dde807025a6f40a2@_r_n_44016	_
14	in	in	_	non-content-word	_
15	Noord-Amerika	Noord-Amerika	SpaceAfter=No	_	_
16	.	.	_	non-content-word	_

# text = Op de bruiloft van Peleus en Thetis werden alle goden uitgenodigd, behalve de godin van de onenigheid, Eris.
# sent_id = 213.nl
1	Op	op	_	non-content-word	_
2	de	de	_	non-content-word	_
3	bruiloft	bruiloft	_	6053e953dde807025a6e9aa3@_r_n_8663	_
4	van	van	_	non-content-word	_
5	Peleus	Peleus	_	_	_
6	en	en	_	non-content-word	_
7	Thetis	Thetis	_	_	_
8	werden	worden	_	6053e953dde807025a6f3e59@_r_v_10185	_
9	alle	al	_	non-content-word	_
10	goden	god	_	6053e953dde807025a6eba16@_r_n_15335	_
11	uitgenodigd	uitnodigen	SpaceAfter=No	6053e953dde807025a6f2817@_r_v_8414	_
12	,	,	_	non-content-word	_
13	behalve	behalve	_	non-content-word	_
14	de	de	_	non-content-word	_
15	godin	godin	_	6053e953dde807025a6eba21@_r_n_15348_sub_1	_
16	van	van	_	non-content-word	_
17	de	de	_	non-content-word	_
18	onenigheid	onenigheid	SpaceAfter=No	6053e953dde807025a6eee02@_o_n_101564192	_
19	,	,	_	non-content-word	_
20	Eris	Eris	SpaceAfter=No	_	_
21	.	.	_	non-content-word	_

# text = Hij publiceerde foto’s van hen in de lokale kranten met hun namen op hun borst gedrukt, alsof ze criminelen waren.
# sent_id = 216.nl
1	Hij	hij	_	non-content-word	_
