# text = In the fifth season the program was implemented in accordance with a new concept: one young footballer from each country was chosen to represent it.
# sent_id = 1.en
1	In	in	_	non-content-word	_
2	the	the	_	non-content-word	_
3	fifth	fifth	_	609311890eca64ed92954c32@609311890eca64ed92954c32-0	_
4	season	season	_	lexli:IyzQNp0eUHqFUkIkk6GbDu5uYlLFE1YTugcHtcwJKaFL0JYKlooAvLifAi	_
5	the	the	_	non-content-word	_
6	program	program	_	6093118a0eca64ed929601a8@6093118a0eca64ed929601a8-2	_
7	was	be	_	non-content-word	_
8	implemented	implement	_	609311890eca64ed92958e2a@609311890eca64ed92958e2a-0	_
9	in	in	_	non-content-word	_
10	accordance	accordance	_	609311890eca64ed9294b18e@609311890eca64ed9294b18e-0	_
11	with	with	_	non-content-word	_
12	a	a	_	non-content-word	_
13	new	new	_	609311890eca64ed9295cfa0@609311890eca64ed9295cfa0-3	_
14	concept	concept	SpaceAfter=No	609311890eca64ed9295084d@609311890eca64ed9295084d-0	_
15	:	:	_	non-content-word	_
16	one	one	_	609311890eca64ed9295d9cc@609311890eca64ed9295d9cc-0	_
17	young	young	_	6093118a0eca64ed9296919c@6093118a0eca64ed9296919c-4	_
18	footballer	footballer	_	lexli:dzNINRA7wQvQhs2koJIGe4ynbrhLsQhQ8cV9JeowojGlThdYQh7PHLWFxs	_
19	from	from	_	non-content-word	_
20	each	each	_	609311890eca64ed9295316f@609311890eca64ed9295316f-0	_
21	country	country	_	609311890eca64ed929510bd@609311890eca64ed929510bd-0	_
22	was	be	_	non-content-word	_
23	chosen	choose	_	609311890eca64ed9294fa85@609311890eca64ed9294fa85-0	_
24	to	to	_	non-content-word	_
25	represent	represent	_	6093118a0eca64ed9296150b@6093118a0eca64ed9296150b-3	_
26	it	it	SpaceAfter=No	non-content-word	_
27	.	.	_	non-content-word	_

# text = Croup affects about 15% of children, and usually presents between the ages of 6 months and 5–6 years.
# sent_id = 2.en
1	Croup	croup	_	609311890eca64ed929514e3@609311890eca64ed929514e3-0	_
2	affects	affect	_	609311890eca64ed9294b60e@609311890eca64ed9294b60e-1	_
3	about	about	_	609311890eca64ed9294b012@609311890eca64ed9294b012-0	_
4-5	15%	_	_	_	_
4	15	15	_	non-content-word	_
5	%	%	_	non-content-word	_
6	of	of	_	non-content-word	_
7	children	child	SpaceAfter=No	609311890eca64ed9294f913@609311890eca64ed9294f913-0	_
8	,	,	_	non-content-word	_
9	and	and	_	non-content-word	_
10	usually	usually	_	6093118a0eca64ed92967b02@6093118a0eca64ed92967b02-0	_
