# text = Regionsudvalget kan også afgive udtalelser på eget initiativ og dermed sætte emner på EU-dagsordenen.
# sent_id = 68.da
1	Regionsudvalget	regionsudvalg	_	607b808035d80a3e2a6f0772@_22024439	_
2	kan	kunne	_	607b808035d80a3e2a6ed6b8@_21044766	_
3	også	også	_	non-content-word	_
4	afgive	afgive	_	607b807f35d80a3e2a6e74f8@_21000622	_
5	udtalelser	udtalelse	_	607b808035d80a3e2a6f3b1f@_21091189	_
6	på	på	_	non-content-word	_
7	eget	egen	_	non-content-word	_
8	initiativ	initiativ	_	607b808035d80a3e2a6ec4f9@_21037219	_
9	og	og	_	non-content-word	_
10	dermed	dermed	_	non-content-word	_
11	sætte	sætte	_	607b808035d80a3e2a6f2bc7@_21083546	_
12	emner	emne	_	607b807f35d80a3e2a6e9aad@_21016821	_
13	på	på	_	non-content-word	_
14	EU-dagsordenen	EU-dagsorden	SpaceAfter=No	lexli:BQ3QUjfxlaWPGBqJzHipBvV4YsPcFF743iD4W6EnkLBlQ5f6Nyfe9JV4xE	_
15	.	.	_	non-content-word	_

# text = Som leder af Regionsudvalgets administration må generalsekretæren ikke samtidig bestride noget politisk hverv.
# sent_id = 67.da
1	Som	som	_	non-content-word	_
2	leder	leder	_	607b808035d80a3e2a6edc2f@_21046951	_
3	af	af	_	non-content-word	_
4	Regionsudvalgets	regionsudvalg	_	607b808035d80a3e2a6f0772@_22024439	_
5	administration	administration	_	607b807f35d80a3e2a6e7425@_21000281	_
6	må	måtte	_	607b808035d80a3e2a6eee41@_21055203	_
7	generalsekretæren	generalsekretær	_	607b808035d80a3e2a6eafc9@_21026817	_
8	ikke	ikke	_	non-content-word	_
9	samtidig	samtidig	_	non-content-word	_
10	bestride	bestride	_	607b807f35d80a3e2a6e8219@_21006562	_
11	noget	nogen	_	non-content-word	_
12	politisk	politisk	_	607b808035d80a3e2a6efffb@_21063302	_
13	hverv	hverv	SpaceAfter=No	607b808035d80a3e2a6ebed2@_21033999	_
14	.	.	_	non-content-word	_

# text = Niveauet for ESF-støtten varierer fra region til region alt efter deres relative velstand.
# sent_id = 70.da
1	Niveauet	niveau	_	607b808035d80a3e2a6ef1da@_21056416	_
2	for	for	_	non-content-word	_
3-4	ESF-støtten	_	_	_	_
3	ESF	ESF	_	bn:11692356n	_
4	støtte	støtte	_	607b808035d80a3e2a6f27d9@_21081627	_
5	varierer	variere	_	bn:00087094v	_
6	fra	fra	_	non-content-word	_
7	region	region	_	607b808035d80a3e2a6f0763@_21066530	_
8	til	til	_	non-content-word	_
9	region	region	_	607b808035d80a3e2a6f0763@_21066530	_
10	alt	al	_	non-content-word	_
11	efter	efter	_	non-content-word	_
12	deres	deres	_	non-content-word	_
13	relative	relativ	_	607b808035d80a3e2a6f085b@_21066904	_
14	velstand	velstand	SpaceAfter=No	607b808035d80a3e2a6f40e6@_21094403	_
15	.	.	_	non-content-word	_

# text = Visse metadata (f.eks. navne på dataleverandører og geografisk dækning) findes på 24 sprog.
# sent_id = 69.da
1	Visse	vis	_	607b808035d80a3e2a6f43a7@_21095748	_
2	metadata	metadata	_	bn:00054548n	_
3	(	(	SpaceAfter=No	non-content-word	_
4	f.eks.	for_eksempel	_	non-content-word	_
5	navne	navn	_	607b808035d80a3e2a6ef079@_21055681	_
6	på	på	_	non-content-word	_
7-8	dataleverandører	_	_	_	_
7	data	data	_	607b807f35d80a3e2a6e9158@_21012609	_
8	leverandør	leverandør	_	607b808035d80a3e2a6edd36@_21047386	_
9	og	og	_	non-content-word	_
10	geografisk	geografisk	_	lexli:ucfIyKzNwfm0nqjbt31sqjhyBGzSWnViX9RKTQ50xPGbRXC4OXim44olGt	_
11	dækning	dækning	SpaceAfter=No	lexli:cexZuXNEPrngmQKlM0DYvzeJUBIcMLndTFFfQtlf2cZLOKxdSQ4nJt9W8b	_
12	)	)	_	non-content-word	_
13	findes	findes	_	607b807f35d80a3e2a6ea0a3@_21019693	_
14	på	på	_	non-content-word	_
15	24	24	_	non-content-word	_
16	sprog.	sprog	_	607b808035d80a3e2a6f214b@_21078462	_

# text = EU's portal for åbne data er adgangsportalen til offentlige data fra EU's institutioner, styrelser og andre organer.
# sent_id = 72.da
1	EU's	EU	_	607b807f35d80a3e2a6e724b@_23000271	_
2	portal	portal	_	lexli:vo1i7wIiOWj8PVNJKiMWv0rcAoltFP19zYe5js99O8gOalNu8zEiWpDmAD	_
3	for	for	_	non-content-word	_
4	åbne	åben	_	607b808035d80a3e2a6f46f1@_21098034	_
5	data	data	_	607b807f35d80a3e2a6e9158@_21012609	_
6	er	være	_	607b808035d80a3e2a6f459c@_21096562	_
7	adgangsportalen	adgangsportal	_	lexli:49sqFQHuaQrae3dl9DWVc2D4qJShD05eXLPHJwzdffFy4EIiKkGSszRxVA	_
8	til	til	_	non-content-word	_
9	offentlige	offentlig	_	607b808035d80a3e2a6ef41f@_21057738	_
10	data	data	_	607b807f35d80a3e2a6e9158@_21012609	_
11	fra	fra	_	non-content-word	_
12	EU's	EU	_	607b807f35d80a3e2a6e724b@_23000271	_
13	institutioner	institution	SpaceAfter=No	607b808035d80a3e2a6ec545@_21037373	_
14	,	,	_	non-content-word	_
15	styrelser	styrelse	_	607b808035d80a3e2a6f2720@_21081343	_
16	og	og	_	non-content-word	_
17	andre	anden	_	non-content-word	_
18	organer	organ	SpaceAfter=No	607b808035d80a3e2a6ef7b7@_21059701	_
19	.	.	_	non-content-word	_

# text = Europas sociale dagsorden spiller også en rolle med hensyn til at definere prioriteterne for fordeling af ESF-støtten.
# sent_id = 71.da
1	Europas	Europa	_	lexli:4yCphoXxAbNzPgQxzxpQqDRxzPy9xgnVGIW2TfFzIf17lQrgtApBJfzxwy	_
2	sociale	social	_	607b808035d80a3e2a6f1d61@_21076834	_
3	dagsorden	dagsorden	_	607b807f35d80a3e2a6e909e@_21012364	_
4	spiller	spille	_	lexli:xj9w0P11K7o8wgE8ZjZmWDnGynzyghRE8Ck1peYhVJTL5081tf5QbCp6Xr	MWE_1
5	også	også	_	non-content-word	_
6	en	en	_	lexli:xj9w0P11K7o8wgE8ZjZmWDnGynzyghRE8Ck1peYhVJTL5081tf5QbCp6Xr	MWE_1
7	rolle	rolle	_	lexli:xj9w0P11K7o8wgE8ZjZmWDnGynzyghRE8Ck1peYhVJTL5081tf5QbCp6Xr	MWE_1
8	med	med	_	non-content-word	_
9	hensyn	hensyn	_	607b808035d80a3e2a6eba1e@_21031600	_
10	til	til	_	non-content-word	_
11	at	at	_	non-content-word	_
12	definere	definere	_	607b807f35d80a3e2a6e91d0@_21012775	_
13	prioriteterne	prioritet	_	bn:09203887n	_
14	for	for	_	non-content-word	_
15	fordeling	fordeling	_	607b807f35d80a3e2a6ea50c@_21021707	_
16	af	af	_	non-content-word	_
17-18	ESF-støtten	_	SpaceAfter=No	_	_
17	ESF	ESF	_	bn:11692356n	_
18	støtte	støtte	_	607b808035d80a3e2a6f27d9@_21081627	_
19	.	.	_	non-content-word	_

