# text = A difteria afeta cerca de 15 % das crianças e surge geralmente entre os 6 meses e os 5–6 anos.
# sent_id = 2.pt
1	A	o	_	non-content-word	_
2	difteria	difteria	_	605dd014762a466dfe6e773b@DACL-difteria_1-ed3cc-1	_
3	afeta	afetar	_	605dd014762a466dfe6e7224@DACL-afectar_1-7f1de-8	_
4	cerca	cerca	_	non-content-word	_
5	de	de	_	non-content-word	_
6	15	15	_	non-content-word	_
7	%	%	_	non-content-word	_
8-9	das	_	_	_	_
8	de	de	_	non-content-word	_
9	o	o	_	non-content-word	_
10	crianças	criança	_	605dd014762a466dfe6e7644@DACL-crianca_1-0db86-3	_
11	e	e	_	non-content-word	_
12	surge	surgir	_	605dd014762a466dfe6e8369@DACL-surgir_1-4f3e7-4	_
13	geralmente	geralmente	_	605dd014762a466dfe6e7a6b@DACL-geralmente_1-f3707-1	_
14	entre	entre	_	non-content-word	_
15	os	o	_	non-content-word	_
16	6	6	_	non-content-word	_
17	meses	mês	_	605dd014762a466dfe6e7e1a@DACL-mes_1-1a390-4	_
18	e	e	_	non-content-word	_
19	os	o	_	non-content-word	_
20	5	5	SpaceAfter=No	non-content-word	_
21	–	–	SpaceAfter=No	non-content-word	_
22	6	6	_	non-content-word	_
23	anos	ano	SpaceAfter=No	605dd014762a466dfe6e72bc@DACL-ano_1-bde9d-36	_
24	.	.	_	non-content-word	_

# text = Na quinta temporada, o programa foi implementado com um novo conceito: foi escolhido um jovem futebolista de cada país para o representar.
# sent_id = 1.pt
1-2	Na	_	_	_	_
1	em	em	_	non-content-word	_
2	o	o	_	non-content-word	_
3	quinta	quinto	_	bn:00096043a	_
4	temporada	temporada	SpaceAfter=No	605dd014762a466dfe6e83bc@DACL-temporada_1-2f8a3-2	_
5	,	,	_	non-content-word	_
6	o	o	_	non-content-word	_
7	programa	programa	_	605dd014762a466dfe6e80a2@DACL-programa_1-5f280-2	_
8	foi	ser	_	605dd014762a466dfe6e7b4a@DACL-implementar_1-ae893-1	MWE_1
