# text = V peti sezoni so program izvedli v skladu z novim konceptom: v vsaki državi so izbrali enega mladega nogometaša, ki jo je predstavljal.
# sent_id = 1.sl
1	V	v	_	non-content-word	_
2	peti	peti	_	DDDS|peti|ADJ|1	_
3	sezoni	sezona	_	DDDS|sezona|NOUN|1	_
4	so	biti	_	non-content-word	_
5	program	program	_	DDDS|program|NOUN|2	_
6	izvedli	izvesti	_	DDDS|izvesti|VERB|1	_
7	v	v	_	non-content-word	_
8	skladu	sklad	_	DDDS|sklad|NOUN|3	_
9	z	z	_	non-content-word	_
10	novim	nov	_	DDDS|nov|ADJ|4	_
11	konceptom	koncept	SpaceAfter=No	DDDS|koncept|NOUN|3	_
12	:	:	_	non-content-word	_
13	v	v	_	non-content-word	_
14	vsaki	vsak	_	non-content-word	_
15	državi	država	_	DDDS|država|NOUN|3	_
16	so	biti	_	non-content-word	_
17	izbrali	izbrati	_	DDDS|izbrati|VERB|2	_
18	enega	en	_	non-content-word	_
19	mladega	mlad	_	DDDS|mlad|ADJ|3	_
20	nogometaša	nogometaš	SpaceAfter=No	DDDS|nogometaš|NOUN|1	_
21	,	,	_	non-content-word	_
22	ki	ki	_	non-content-word	_
23	jo	on	_	non-content-word	_
24	je	biti	_	non-content-word	_
25	predstavljal	predstavljati	SpaceAfter=No	DDDS|predstavljati|VERB|1	_
26	.	.	_	non-content-word	_

# text = Za krupom zboli približno 15 % otrok, običajno v starosti od 6 mesecev do 5–6 let.
# sent_id = 2.sl
1	Za	za	_	non-content-word	_
2	krupom	krup	_	DDDS|krup|NOUN|1	_
3	zboli	zboleti	_	DDDS|zboleti|VERB|1	_
4	približno	približno	_	DDDS|približno|ADV|2	_
5	15	15	_	non-content-word	_
6	%	%	_	non-content-word	_
7	otrok	otrok	SpaceAfter=No	DDDS|otrok|NOUN|1	_
8	,	,	_	non-content-word	_
9	običajno	običajno	_	DDDS|običajno|ADV|1	_
10	v	v	_	non-content-word	_
11	starosti	starost	_	DDDS|starost|NOUN|1	_
12	od	od	_	non-content-word	_
13	6	6	_	non-content-word	_
14	mesecev	mesec	_	DDDS|mesec|NOUN|2	_
15	do	do	_	non-content-word	_
16	5	5	SpaceAfter=No	non-content-word	_
17	–	–	SpaceAfter=No	non-content-word	_
18	6	6	_	non-content-word	_
19	let	leto	SpaceAfter=No	DDDS|leto|NOUN|4	_
20	.	.	_	non-content-word	_

# text = Znani nogometaši, vključno s srbskim branilcem Branislavom Ivanovićem in nizozemskim napadalcem Dirkom Kuytom, so se udeležili dogodkov po vsem svetu.
# sent_id = 3.sl
1	Znani	znan	_	DDDS|znan|ADJ|4	_
2	nogometaši	nogometaš	SpaceAfter=No	DDDS|nogometaš|NOUN|1	_
3	,	,	_	non-content-word	_
4	vključno	vključno	_	DDDS|vključno|ADV|2	_
5	s	s	_	non-content-word	_
6	srbskim	srbski	_	DDDS|srbski|ADJ|1	_
7	branilcem	branilec	_	DDDS|branilec|NOUN|2	_
8	Branislavom	Branislav	_	_	_
9	Ivanovićem	Ivanović	_	_	_
10	in	in	_	non-content-word	_
11	nizozemskim	nizozemski	_	DDDS|nizozemski|ADJ|1	_
12	napadalcem	napadalec	_	DDDS|napadalec|NOUN|2	_
13	Dirkom	Dirk	_	_	_
14	Kuytom	Kuyt	SpaceAfter=No	_	_
15	,	,	_	non-content-word	_
16	so	biti	_	non-content-word	_
17	se	se	_	DDDS|udeležiti se|MWE|1	MWE_1
18	udeležili	udeležiti	_	DDDS|udeležiti se|MWE|1	MWE_1
19	dogodkov	dogodek	_	DDDS|dogodek|NOUN|1	_
20	po	po	_	non-content-word	_
21	vsem	ves	_	non-content-word	_
22	svetu	svet	SpaceAfter=No	DDDS|svet|NOUN|4	_
23	.	.	_	non-content-word	_

# text = Več kot 7000 ljudi je obiskalo premiero filma v Damasku.
# sent_id = 4.sl
1	Več	več	_	DDDS|več|ADV|2	_
2	kot	kot	_	non-content-word	_
3	7000	7000	_	non-content-word	_
4	ljudi	človek	_	DDDS|ljudje|NOUN|3	_
5	je	biti	_	non-content-word	_
6	obiskalo	obiskati	_	DDDS|obiskati|VERB|2	_
7	premiero	premiera	_	DDDS|premiera|NOUN|2	_
8	filma	film	_	DDDS|film|NOUN|2	_
9	v	v	_	non-content-word	_
10	Damasku	Damask	SpaceAfter=No	_	_
11	.	.	_	non-content-word	_

# text = Vrhunec je bila slovesnost podelitve Pokala devetih vrednot, ki ga je osvojil nogometni klub Barcelona.
# sent_id = 5.sl
1	Vrhunec	vrhunec	_	DDDS|vrhunec|NOUN|4	_
2	je	biti	_	non-content-word	_
3	bila	biti	_	DDDS|biti|VERB|4	_
4	slovesnost	slovesnost	_	DDDS|slovesnost|NOUN|1	_
5	podelitve	podelitev	_	DDDS|podelitev|NOUN|2	_
6	Pokala	pokal	_	DDDS|pokal|NOUN|2	_
7	devetih	devet	_	non-content-word	_
8	vrednot	vrednota	SpaceAfter=No	_	_
9	,	,	_	non-content-word	_
10	ki	ki	_	non-content-word	_
11	ga	on	_	non-content-word	_
12	je	biti	_	non-content-word	_
13	osvojil	osvojiti	_	DDDS|osvojiti|VERB|6	_
14	nogometni	nogometen	_	DDDS|nogometen|ADJ|1	_
15	klub	klub	_	DDDS|klub|NOUN|1	_
16	Barcelona	Barcelona	SpaceAfter=No	_	_
17	.	.	_	non-content-word	_

# text = Junija 2014 je kot vodja gibanja obiskal deveti mednarodni mladinski turnir v nogometu, ki je bil organiziran v spomin na Jurija Andrejeviča Morozova.
# sent_id = 6.sl
1	Junija	junij	_	DDDS|junija|ADV|1	_
2	2014	2014	_	non-content-word	_
3	je	biti	_	non-content-word	_
4	kot	kot	_	non-content-word	_
5	vodja	vodja	_	DDDS|vodja|NOUN|1	_
6	gibanja	gibanje	_	DDDS|gibanje|NOUN|2	_
7	obiskal	obiskati	_	DDDS|obiskati|VERB|2	_
8	deveti	deveti	_	DDDS|deveti|ADJ|1	_
9	mednarodni	mednaroden	_	DDDS|mednaroden|ADJ|1	_
10	mladinski	mladinski	_	DDDS|mladinski|ADJ|1	_
11	turnir	turnir	_	DDDS|turnir|NOUN|2	_
12	v	v	_	non-content-word	_
13	nogometu	nogomet	SpaceAfter=No	DDDS|nogomet|NOUN|1	_
14	,	,	_	non-content-word	_
15	ki	ki	_	non-content-word	_
16	je	biti	_	non-content-word	_
17	bil	biti	_	non-content-word	_
18	organiziran	organiziran	_	DDDS|organiziran|ADJ|2	_
19	v	v	_	non-content-word	_
20	spomin	spomin	_	DDDS|spomin|NOUN|1	_
21	na	na	_	non-content-word	_
22	Jurija	Jurij	_	_	_
23	Andrejeviča	Andrejevič	_	_	_
24	Morozova	Morozov	SpaceAfter=No	_	_
25	.	.	_	non-content-word	_

# text = Dan nogometa in prijateljstva so praznovali v Nižnem Novgorodu in Kazanu.
# sent_id = 7.sl
1	Dan	dan	_	DDDS|dan|NOUN|1	_
2	nogometa	nogomet	_	DDDS|nogomet|NOUN|1	_
3	in	in	_	non-content-word	_
4	prijateljstva	prijateljstvo	_	DDDS|prijateljstvo|NOUN|2	_
5	so	biti	_	non-content-word	_
6	praznovali	praznovati	_	DDDS|praznovati|VERB|1	_
7	v	v	_	non-content-word	_
8	Nižnem	Nižni	_	_	_
9	Novgorodu	Novgorod	_	_	_
10	in	in	_	non-content-word	_
11	Kazanu	Kazan	SpaceAfter=No	_	_
12	.	.	_	non-content-word	_

# text = Rezultat druge sezone programa je bila izvolitev vodje gibanja Nogomet za prijateljstvo.
# sent_id = 8.sl
1	Rezultat	rezultat	_	DDDS|rezultat|NOUN|2	_
2	druge	drug	_	DDDS|drugi|ADJ|1	_
3	sezone	sezona	_	DDDS|sezona|NOUN|1	_
4	programa	program	_	DDDS|program|NOUN|2	_
5	je	biti	_	non-content-word	_
6	bila	biti	_	DDDS|biti|VERB|3	_
7	izvolitev	izvolitev	_	DDDS|izvolitev|NOUN|1	_
8	vodje	vodja	_	DDDS|vodja|NOUN|1	_
9	gibanja	gibanje	_	DDDS|gibanje|NOUN|2	_
10	Nogomet	nogomet	_	DDDS|nogomet|NOUN|1	_
11	za	za	_	non-content-word	_
